1;air_base;2943.00;10.45;1367.00;5.34;0
1;anti_air_building;2946.00;9.80;1359.00;5.45;0
1;anti_air_building;2948.00;11.18;1360.00;3.29;0
1;anti_air_building;2946.00;10.70;1362.00;5.95;0
1;radar_station;2947.00;9.53;1353.00;2.33;0
1;naval_base;2944.00;9.50;1353.00;-0.79;5579
1;naval_base;2955.00;9.60;1367.00;0.98;5579
1;naval_base;2942.00;9.90;1370.00;-2.60;5555
1;bunker;2947.00;13.68;1367.00;0.78;0
1;bunker;2947.00;10.23;1359.00;2.34;0
1;bunker;2954.00;10.07;1366.00;0.18;0
1;coastal_bunker;2946.00;9.50;1353.00;-0.79;0
1;coastal_bunker;2942.00;9.78;1365.00;-1.19;0
1;coastal_bunker;2954.00;9.55;1372.00;0.98;0
1;industrial_complex;2947.00;9.75;1356.00;3.45;0
1;industrial_complex;2951.00;11.57;1368.00;1.29;0
1;industrial_complex;2943.00;10.45;1367.00;2.85;0
1;industrial_complex;2944.00;11.25;1368.00;5.51;0
1;industrial_complex;2948.00;11.18;1360.00;1.90;0
1;industrial_complex;2948.00;11.18;1360.00;6.02;0
1;arms_factory;2948.00;12.48;1363.00;6.12;0
1;arms_factory;2948.00;9.88;1355.00;3.96;0
1;arms_factory;2948.00;9.88;1355.00;1.80;0
1;arms_factory;2950.00;11.70;1369.00;4.46;0
1;arms_factory;2950.00;11.70;1369.00;6.03;0
1;arms_factory;2948.00;13.78;1367.00;2.41;0
1;dockyard;2952.00;10.07;1358.00;-0.79;0
1;synthetic_refinery;2944.00;9.78;1361.00;1.45;0
1;rocket_site;2951.00;11.57;1368.00;5.08;0
1;nuclear_reactor;2948.00;11.88;1370.00;2.92;0
1;tank_factory;2944.00;11.25;1368.00;5.58;0
1;artillery_factory;2948.00;11.60;1361.00;4.98;0
1;smallarms_factory;2949.00;12.80;1363.00;6.19;0
1;uniform_factory;2949.00;12.80;1363.00;4.03;0
2;air_base;3004.00;10.98;1373.00;3.29;0
2;anti_air_building;2992.00;9.70;1364.00;5.95;0
2;anti_air_building;3010.00;10.50;1355.00;2.33;0
2;anti_air_building;2991.00;9.70;1366.00;3.89;0
2;radar_station;3011.00;10.82;1356.00;1.73;0
2;naval_base;3016.00;9.50;1348.00;0.32;1452
2;naval_base;3022.00;9.50;1347.00;0.17;1452
2;naval_base;2997.00;9.50;1357.00;-0.93;5656
2;naval_base;2988.00;9.50;1366.00;-0.90;5579
2;bunker;2991.00;9.50;1363.00;2.84;0
2;bunker;3008.00;11.53;1367.00;5.50;0
2;bunker;3013.00;10.80;1354.00;2.24;0
2;bunker;3022.00;9.63;1348.00;3.45;0
2;bunker;2996.00;10.30;1368.00;1.29;0
2;bunker;3018.00;12.40;1361.00;2.85;0
2;coastal_bunker;2989.00;9.50;1365.00;-0.90;0
2;coastal_bunker;3013.00;9.50;1348.00;0.32;0
2;coastal_bunker;2991.00;9.50;1362.00;-0.93;0
2;coastal_bunker;3022.00;9.50;1347.00;0.17;0
2;industrial_complex;2999.00;10.23;1366.00;3.96;0
2;industrial_complex;3002.00;10.00;1366.00;1.80;0
2;industrial_complex;2998.00;10.35;1367.00;4.46;0
2;industrial_complex;3001.00;10.07;1367.00;6.03;0
2;industrial_complex;3007.00;11.13;1367.00;2.41;0
2;industrial_complex;3002.00;10.13;1368.00;0.25;0
2;arms_factory;3005.00;10.65;1368.00;1.45;0
2;arms_factory;3017.00;10.35;1351.00;4.47;0
2;arms_factory;3003.00;10.32;1369.00;0.85;0
2;arms_factory;3017.00;10.60;1352.00;3.52;0
2;arms_factory;3012.00;9.70;1350.00;5.08;0
2;arms_factory;3023.00;10.75;1352.00;2.92;0
2;dockyard;3008.00;9.50;1349.00;-0.90;0
2;synthetic_refinery;3011.00;9.75;1351.00;1.96;0
2;rocket_site;3002.00;10.53;1372.00;0.41;0
2;nuclear_reactor;3005.00;11.13;1372.00;1.97;0
2;tank_factory;3016.00;11.28;1356.00;4.63;0
2;artillery_factory;2991.00;9.60;1364.00;5.14;0
2;smallarms_factory;3009.00;10.30;1355.00;0.41;0
2;uniform_factory;2991.00;9.70;1366.00;4.54;0
3;air_base;2928.00;14.93;1451.00;2.33;0
3;anti_air_building;2913.00;10.93;1450.00;3.89;0
3;anti_air_building;2929.00;16.23;1441.00;1.73;0
3;anti_air_building;2912.00;10.60;1452.00;4.40;0
3;radar_station;2918.00;10.28;1458.00;0.78;0
3;bunker;2927.00;12.40;1459.00;2.34;0
3;bunker;2932.00;15.28;1446.00;0.18;0
3;bunker;2930.00;15.63;1450.00;2.84;0
3;bunker;2920.00;12.75;1444.00;5.50;0
3;bunker;2921.00;15.32;1439.00;2.24;0
3;bunker;2924.00;16.75;1437.00;3.45;0
3;bunker;2932.00;13.98;1458.00;1.29;0
3;bunker;2919.00;10.43;1457.00;2.85;0
3;bunker;2904.00;9.90;1447.00;5.51;0
3;bunker;2909.00;10.23;1452.00;1.90;0
3;bunker;2928.00;13.57;1457.00;6.02;0
3;industrial_complex;2924.00;14.45;1450.00;6.12;0
3;industrial_complex;2931.00;14.07;1454.00;3.96;0
3;industrial_complex;2905.00;10.05;1449.00;1.80;0
3;industrial_complex;2919.00;12.18;1445.00;4.46;0
3;industrial_complex;2919.00;15.20;1437.00;6.03;0
3;industrial_complex;2917.00;10.50;1455.00;2.41;0
3;arms_factory;2922.00;14.45;1442.00;0.25;0
3;arms_factory;2928.00;15.18;1448.00;1.45;0
3;arms_factory;2918.00;13.10;1451.00;4.47;0
3;arms_factory;2929.00;15.53;1438.00;0.85;0
3;arms_factory;2916.00;10.45;1444.00;3.52;0
3;arms_factory;2920.00;10.38;1459.00;5.08;0
3;synthetic_refinery;2912.00;10.10;1455.00;2.92;0
3;rocket_site;2918.00;12.78;1452.00;6.19;0
3;nuclear_reactor;2929.00;10.78;1465.00;4.03;0
3;tank_factory;2924.00;14.55;1443.00;0.41;0
3;artillery_factory;2917.00;13.65;1440.00;4.63;0
3;smallarms_factory;2923.00;10.48;1462.00;2.47;0
3;uniform_factory;2929.00;15.28;1445.00;5.14;0
4;air_base;3058.00;10.40;1465.00;1.73;0
4;anti_air_building;3052.00;10.60;1458.00;4.40;0
4;anti_air_building;3056.00;12.60;1474.00;0.78;0
4;anti_air_building;3046.00;12.15;1457.00;2.34;0
4;radar_station;3056.00;10.23;1493.00;0.18;0
4;bunker;3059.00;9.90;1492.00;2.84;0
4;bunker;3052.00;10.55;1453.00;5.50;0
4;bunker;3067.00;10.10;1482.00;2.24;0
4;bunker;3050.00;11.45;1484.00;3.45;0
4;bunker;3047.00;13.80;1469.00;1.29;0
4;bunker;3045.00;13.60;1474.00;2.85;0
4;bunker;3061.00;10.80;1470.00;5.51;0
4;bunker;3054.00;10.53;1487.00;1.90;0
4;bunker;3043.00;12.88;1461.00;6.02;0
4;bunker;3059.00;11.23;1476.00;6.12;0
4;bunker;3041.00;13.68;1457.00;3.96;0
4;bunker;3054.00;10.40;1459.00;1.80;0
4;bunker;3069.00;9.85;1474.00;4.46;0
4;industrial_complex;3052.00;10.43;1488.00;6.03;0
4;industrial_complex;3055.00;10.78;1465.00;2.41;0
4;industrial_complex;3053.00;11.05;1486.00;0.25;0
4;industrial_complex;3053.00;14.45;1474.00;1.45;0
4;industrial_complex;3052.00;10.65;1456.00;4.47;0
4;industrial_complex;3041.00;13.40;1454.00;0.85;0
4;arms_factory;3067.00;10.03;1491.00;3.52;0
4;arms_factory;3053.00;10.25;1490.00;5.08;0
4;arms_factory;3064.00;10.28;1477.00;2.92;0
4;arms_factory;3053.00;12.13;1484.00;5.58;0
4;arms_factory;3042.00;13.30;1459.00;1.96;0
4;arms_factory;3045.00;13.60;1474.00;4.98;0
4;synthetic_refinery;3042.00;13.93;1456.00;6.19;0
4;rocket_site;3060.00;10.20;1459.00;4.63;0
4;nuclear_reactor;3045.00;12.18;1461.00;2.47;0
4;tank_factory;3053.00;10.35;1453.00;5.14;0
4;artillery_factory;3069.00;9.73;1480.00;4.54;0
4;smallarms_factory;3064.00;9.93;1488.00;0.92;0
4;uniform_factory;3050.00;14.40;1474.00;2.48;0
5;air_base;3147.00;9.70;1618.00;0.78;0
5;anti_air_building;3141.00;9.70;1614.00;2.34;0
5;anti_air_building;3154.00;9.95;1618.00;0.18;0
5;anti_air_building;3136.00;9.70;1610.00;2.84;0
5;radar_station;3122.00;9.55;1617.00;5.50;0
5;naval_base;3119.00;9.53;1621.00;-1.82;2256
5;naval_base;3137.00;9.50;1621.00;-1.82;2256
5;naval_base;3124.00;9.57;1614.00;-1.77;2256
5;bunker;3158.00;9.82;1612.00;2.85;0
5;bunker;3127.00;9.60;1615.00;5.51;0
5;bunker;3144.00;9.70;1623.00;1.90;0
5;bunker;3146.00;9.70;1617.00;6.02;0
5;bunker;3158.00;9.80;1618.00;6.12;0
5;bunker;3127.00;9.70;1620.00;3.96;0
5;coastal_bunker;3117.00;9.50;1616.00;-1.82;0
5;coastal_bunker;3137.00;9.50;1626.00;-1.82;0
5;coastal_bunker;3120.00;9.50;1613.00;-1.77;0
5;industrial_complex;3150.00;9.70;1615.00;2.41;0
5;industrial_complex;3151.00;9.78;1617.00;0.25;0
5;industrial_complex;3150.00;9.80;1610.00;1.45;0
5;industrial_complex;3148.00;9.73;1618.00;4.47;0
5;industrial_complex;3143.00;9.70;1614.00;0.85;0
5;industrial_complex;3128.00;9.60;1618.00;3.52;0
5;arms_factory;3137.00;9.70;1610.00;5.08;0
5;arms_factory;3154.00;9.78;1617.00;2.92;0
5;arms_factory;3140.00;9.60;1620.00;5.58;0
5;arms_factory;3127.00;9.75;1611.00;1.96;0
5;arms_factory;3156.00;10.15;1619.00;4.98;0
5;arms_factory;3137.00;9.70;1616.00;6.19;0
5;dockyard;3118.00;9.50;1620.00;-1.82;0
5;synthetic_refinery;3138.00;9.70;1612.00;0.41;0
5;rocket_site;3142.00;9.65;1623.00;5.14;0
5;nuclear_reactor;3156.00;9.75;1614.00;0.41;0
5;tank_factory;3157.00;10.20;1621.00;4.54;0
5;artillery_factory;3155.00;10.30;1622.00;2.48;0
5;smallarms_factory;3137.00;9.70;1614.00;5.14;0
5;uniform_factory;3129.00;9.65;1617.00;2.98;0
6;air_base;2880.00;9.73;1537.00;0.18;0
6;anti_air_building;2876.00;9.63;1542.00;2.84;0
6;anti_air_building;2858.00;9.70;1531.00;5.50;0
6;anti_air_building;2866.00;9.95;1540.00;2.24;0
6;radar_station;2858.00;10.20;1536.00;3.45;0
6;naval_base;2854.00;9.60;1542.00;-2.16;8621
6;naval_base;2871.00;9.50;1544.00;-2.55;8621
6;naval_base;2850.00;9.53;1541.00;-2.68;8621
6;bunker;2855.00;9.73;1538.00;1.90;0
6;bunker;2873.00;9.70;1536.00;6.02;0
6;bunker;2881.00;9.70;1544.00;6.12;0
6;bunker;2889.00;10.00;1540.00;3.96;0
6;bunker;2864.00;9.88;1533.00;1.80;0
6;bunker;2850.00;9.70;1539.00;4.46;0
6;bunker;2872.00;9.70;1539.00;6.03;0
6;bunker;2878.00;9.82;1535.00;2.41;0
6;coastal_bunker;2871.00;9.50;1544.00;-2.55;0
6;coastal_bunker;2850.00;9.53;1541.00;-2.68;0
6;coastal_bunker;2854.00;9.60;1542.00;-2.16;0
6;industrial_complex;2891.00;10.15;1542.00;0.85;0
6;industrial_complex;2861.00;9.70;1529.00;3.52;0
6;industrial_complex;2861.00;9.95;1540.00;5.08;0
6;industrial_complex;2854.00;9.68;1539.00;2.92;0
6;industrial_complex;2880.00;9.70;1542.00;5.58;0
6;industrial_complex;2849.00;9.70;1535.00;1.96;0
6;arms_factory;2872.00;9.70;1535.00;4.98;0
6;arms_factory;2862.00;10.30;1537.00;6.19;0
6;arms_factory;2887.00;9.75;1538.00;4.03;0
6;arms_factory;2892.00;10.20;1538.00;0.41;0
6;arms_factory;2860.00;10.00;1533.00;1.97;0
6;arms_factory;2876.00;9.70;1539.00;4.63;0
6;dockyard;2851.00;9.60;1541.00;-2.68;0
6;synthetic_refinery;2880.00;9.70;1544.00;5.14;0
6;rocket_site;2875.00;9.80;1532.00;2.48;0
6;nuclear_reactor;2891.00;10.18;1541.00;5.14;0
6;tank_factory;2875.00;9.70;1538.00;2.98;0
6;artillery_factory;2872.00;9.75;1534.00;0.92;0
6;smallarms_factory;2878.00;9.75;1537.00;3.59;0
6;uniform_factory;2865.00;10.20;1536.00;6.25;0
7;air_base;2879.00;9.55;1569.00;5.50;0
7;anti_air_building;2883.00;9.60;1562.00;2.24;0
7;anti_air_building;2861.00;9.70;1544.00;3.45;0
7;anti_air_building;2877.00;9.68;1559.00;1.29;0
7;radar_station;2885.00;9.50;1573.00;2.85;0
7;naval_base;2869.00;9.60;1544.00;-3.93;8621
7;naval_base;2876.00;9.53;1563.00;-2.36;2775
7;naval_base;2882.00;9.50;1582.00;-2.94;2752
7;naval_base;2875.00;9.50;1562.00;-2.16;2775
7;naval_base;2865.00;9.50;1546.00;-2.03;8621
7;naval_base;2871.00;9.50;1553.00;-1.47;8621
7;bunker;2882.00;9.70;1571.00;4.46;0
7;bunker;2876.00;9.63;1556.00;6.03;0
7;bunker;2882.00;9.60;1565.00;2.41;0
7;bunker;2881.00;9.70;1571.00;0.25;0
7;bunker;2884.00;9.60;1558.00;1.45;0
7;bunker;2863.00;9.50;1548.00;4.47;0
7;bunker;2859.00;9.65;1544.00;0.85;0
7;coastal_bunker;2867.00;9.50;1544.00;-3.93;0
7;coastal_bunker;2878.00;9.50;1570.00;-2.36;0
7;coastal_bunker;2869.00;9.50;1551.00;-2.03;0
7;coastal_bunker;2883.00;9.50;1582.00;-2.94;0
7;coastal_bunker;2870.00;9.50;1553.00;-1.47;0
7;coastal_bunker;2869.00;9.50;1557.00;-1.37;0
7;industrial_complex;2878.00;9.70;1562.00;6.19;0
