0;0;0;0;land;false;arcticterrain;0
1;230;81;119;lake;false;lakes;10
2;0;0;55;land;false;forest;20
3;0;0;205;land;false;forest;20
4;0;0;232;sea;true;ocean;0
5;0;2;240;sea;false;ocean;0
6;0;3;20;land;false;forest;20
7;0;3;170;land;false;forest;18
8;0;3;225;land;false;hills;20
9;0;4;248;sea;false;ocean;0
10;0;6;85;land;false;forest;18
11;0;6;135;land;false;forest;18
12;0;6;190;land;false;plains;20
13;0;8;244;sea;false;ocean;0
14;0;9;155;land;true;plains;18
15;0;9;200;land;false;forest;18
16;0;10;232;sea;true;ocean;0
17;0;12;15;land;false;plains;19
18;0;12;165;land;false;forest;20
19;0;12;240;sea;false;ocean;0
20;0;14;248;sea;true;ocean;0
21;0;15;80;land;true;mountain;18
22;0;15;130;land;true;arcticterrain;18
23;0;15;185;land;false;plains;20
24;0;15;236;sea;true;ocean;0
25;0;17;244;sea;false;ocean;0
26;0;18;45;land;false;forest;20
27;0;18;150;land;false;hills;18
28;0;19;240;sea;true;ocean;0
29;0;20;248;sea;false;ocean;0
30;0;21;10;land;false;forest;18
31;0;21;65;land;false;forest;20
32;0;21;215;land;false;forest;18
33;0;22;236;sea;false;ocean;0
34;0;23;244;sea;true;ocean;0
35;0;24;30;land;false;plains;18
36;0;24;75;land;false;marsh;20
37;0;24;180;land;false;forest;18
38;0;27;40;land;true;mountain;18
39;0;27;95;land;false;forest;20
40;0;27;145;land;false;forest;20
41;0;27;248;sea;false;ocean;0
42;0;28;236;sea;false;ocean;0
43;0;29;244;sea;false;ocean;0
44;0;30;5;land;true;arcticterrain;18
45;0;30;60;land;false;forest;20
46;0;30;210;land;false;forest;18
47;0;31;232;sea;false;ocean;0
48;0;32;240;sea;true;ocean;0
49;0;33;25;land;false;forest;18
50;0;33;248;sea;false;ocean;0
51;0;34;236;sea;false;ocean;0
52;0;36;90;land;false;plains;18
53;0;36;195;land;true;plains;18
54;0;36;244;sea;false;ocean;0
55;0;37;232;sea;false;ocean;0
56;0;38;240;sea;false;ocean;0
57;0;39;55;land;false;forest;20
58;0;39;205;land;false;mountain;18
59;0;39;248;sea;false;ocean;0
60;0;42;20;land;false;forest;20
61;0;42;170;land;false;forest;18
62;0;42;225;land;false;forest;20
63;0;45;85;land;false;forest;18
64;0;45;135;land;true;arcticterrain;18
65;0;45;190;land;true;mountain;18
66;0;48;50;land;true;plains;18
67;0;48;155;land;false;plains;18
68;0;51;15;land;true;plains;15
69;0;51;70;land;false;forest;18
70;0;51;220;land;false;forest;20
71;0;54;35;land;false;forest;20
72;0;54;185;land;false;forest;20
73;0;57;0;land;false;plains;20
74;0;57;45;land;false;forest;20
75;0;57;150;land;false;forest;20
76;0;60;10;land;false;arcticterrain;18
77;0;60;65;land;false;forest;18
78;0;60;215;land;false;desert;10
79;0;63;30;land;false;forest;20
80;0;63;180;land;false;forest;18
81;0;66;95;land;false;forest;20
82;0;66;145;land;false;forest;18
83;0;66;200;land;true;plains;19
84;0;69;60;land;false;plains;20
85;0;69;165;land;false;forest;20
86;0;69;210;land;true;forest;20
87;0;72;25;land;false;forest;20
88;0;72;130;land;false;forest;20
89;0;72;175;land;false;forest;20
90;0;75;90;land;false;forest;20
91;0;75;140;land;true;arcticterrain;18
92;0;78;55;land;false;forest;20
93;0;78;160;land;false;plains;20
94;0;81;20;land;true;forest;20
95;0;81;75;land;false;marsh;20
96;0;81;225;land;false;arcticterrain;6
97;0;84;40;land;false;forest;20
98;0;84;85;land;true;arcticterrain;20
99;0;84;190;land;false;forest;20
100;0;87;5;land;false;forest;18
101;0;87;50;land;false;forest;18
102;0;87;155;land;false;mountain;18
103;0;90;15;land;false;arcticterrain;18
104;0;90;70;land;true;plains;20
105;0;90;220;land;true;arcticterrain;20
106;0;93;35;land;false;forest;20
107;0;93;185;land;true;hills;18
108;0;96;0;land;false;forest;20
109;0;96;150;land;false;forest;18
110;0;96;205;land;false;forest;20
111;0;99;65;land;false;mountain;18
112;0;99;170;land;false;forest;20
113;0;102;30;land;false;forest;18
114;0;102;135;land;false;forest;18
115;0;105;95;land;false;mountain;18
116;0;105;145;land;true;arcticterrain;20
117;0;105;200;land;false;forest;20
118;0;108;60;land;false;forest;18
119;0;108;165;land;false;plains;20
120;0;111;25;land;false;forest;18
121;0;111;80;land;false;urban;20
122;0;111;130;land;true;hills;18
123;0;114;45;land;false;plains;20
124;0;114;90;land;false;forest;18
125;0;114;195;land;false;forest;18
126;0;117;10;land;false;forest;20
127;0;117;55;land;false;forest;20
128;0;120;20;land;false;hills;18
129;0;120;75;land;false;forest;20
130;0;120;225;land;true;forest;18
131;0;123;40;land;true;mountain;8
132;0;123;190;land;false;forest;18
133;0;126;5;land;false;forest;18
134;0;126;155;land;false;forest;20
135;0;126;210;land;false;plains;20
136;0;129;70;land;false;forest;18
137;0;129;175;land;true;plains;18
138;0;129;220;land;false;plains;20
139;0;132;35;land;false;forest;18
140;0;132;185;land;false;plains;20
141;0;135;0;land;false;forest;18
142;0;135;150;land;false;arcticterrain;20
143;0;135;205;land;false;forest;20
144;0;138;170;land;false;forest;18
145;0;141;30;land;false;forest;18
146;0;141;85;land;false;plains;20
147;0;144;50;land;false;forest;18
148;0;144;95;land;false;forest;18
149;0;144;200;land;false;plains;20
150;0;147;15;land;false;forest;20
151;0;147;60;land;false;forest;18
152;0;147;165;land;false;forest;20
153;0;150;25;land;true;plains;3
154;0;150;80;land;false;forest;20
155;0;150;130;land;false;forest;20
156;0;153;45;land;false;plains;18
157;0;153;195;land;false;forest;20
158;0;156;160;land;true;plains;18
159;0;156;215;land;false;mountain;8
160;0;159;75;land;false;forest;20
161;0;159;180;land;true;plains;18
