1;2781.24;9.90;1571.49;small
1;2746.16;10.10;1548.63;small
2;2734.00;11.30;1576.00;small
2;2763.00;11.38;1612.00;small
3;2728.00;11.78;1695.00;small
3;2712.84;9.50;1642.88;small
4;2677.00;10.55;1604.00;small
4;2657.00;10.93;1577.00;small
5;2881.23;9.80;1535.80;small
5;2900.76;9.60;1566.91;small
6;2967.00;9.60;1632.00;small
6;2950.00;10.03;1568.00;small
7;2941.69;10.50;1516.84;big
7;2992.11;11.30;1492.10;big
8;3022.57;9.70;1570.44;big
9;3009.00;9.50;1628.00;big
9;3137.00;9.50;1742.00;big
10;3026.00;10.70;1679.00;big
10;3047.00;10.10;1739.00;big
11;2955.23;12.90;1777.71;big
11;2933.59;12.40;1727.03;big
12;3029.68;13.00;1808.98;big
12;3071.44;11.70;1855.47;big
12;3125.91;11.90;1910.45;big
12;3189.57;10.90;1939.03;big
12;3322.49;10.10;1941.03;big
13;3235.27;10.40;1816.89;big
13;3180.00;9.50;1777.00;big
14;3789.68;10.50;1657.41;big
14;3864.66;10.00;1667.11;big
14;3947.99;9.80;1655.35;big
14;3773.34;10.40;1734.13;big
14;3832.75;9.80;1729.64;big
14;3900.99;10.10;1734.38;big
14;3761.87;10.30;1800.84;big
14;3825.76;9.80;1795.45;big
14;3894.53;9.80;1797.43;big
16;2825.00;9.50;1731.00;big
16;2891.00;9.50;1626.00;big
17;3529.52;12.10;291.47;big
17;3564.79;11.00;398.56;big
17;3433.78;16.10;815.37;big
17;3414.86;10.20;676.01;big
18;2754.00;9.50;1518.00;small
18;2837.00;9.50;1555.00;small
19;2878.00;10.07;1482.00;big
19;2808.16;10.10;1478.73;big
20;2822.00;9.85;1414.00;big
20;2887.00;9.73;1414.00;big
21;2945.00;11.60;1440.00;big
21;3032.00;12.10;1459.00;big
22;3051.27;12.70;1512.88;small
22;3130.66;11.50;1495.23;small
23;2991.00;11.10;1388.00;small
23;3045.00;9.85;1329.00;small
24;3077.00;11.20;1415.00;small
24;3127.00;11.25;1376.00;small
25;3224.00;9.75;1347.00;small
25;3152.00;11.63;1308.00;small
26;3229.00;10.45;1396.00;small
26;3179.00;10.45;1387.00;small
27;3208.00;13.25;1451.00;small
27;3114.00;9.80;1458.00;small
28;3431.75;11.50;1188.96;big
28;3490.29;11.40;1089.55;big
28;3575.91;10.40;964.66;big
29;2950.00;12.55;1335.00;big
29;3068.00;9.50;1258.00;big
30;3281.69;9.50;1378.90;big
30;3367.60;9.50;1375.13;big
31;4025.00;10.57;831.00;big
31;4044.00;10.13;936.00;big
32;5031.00;9.50;1451.00;big
32;1165.00;9.50;277.00;big
33;193.00;9.50;1814.00;big
33;464.00;12.63;1966.00;big
34;1449.00;12.18;1098.00;big
34;1544.00;9.70;1006.00;big
35;1779.00;19.85;498.00;big
35;1823.00;9.80;269.00;big
36;2024.00;11.30;1989.00;big
36;2138.00;14.23;1954.00;big
37;3171.00;10.40;1644.00;big
37;3214.00;10.30;1689.00;big
38;3111.00;9.80;1584.00;small
38;3123.00;10.82;1529.00;small
39;3190.00;10.60;1521.00;big
39;3200.00;9.88;1586.00;big
40;3554.81;10.40;1703.50;big
40;3653.41;9.90;1712.53;big
40;3562.81;9.80;1640.10;big
40;3657.25;10.00;1646.54;big
41;2791.99;11.70;1349.99;big
41;2696.93;13.50;1335.33;big
41;2757.37;12.10;1283.60;big
42;2702.00;9.50;1413.00;small
42;2735.00;9.50;1437.00;small
43;2643.00;9.50;1526.00;big
43;2610.00;9.50;1665.00;big
44;2294.00;9.50;1931.00;big
44;2414.00;9.50;1852.00;big
45;2913.00;9.50;1938.00;big
45;2650.00;9.50;1933.00;big
46;3464.00;9.50;1939.00;big
46;3186.00;9.50;2023.00;big
47;2588.00;9.50;1347.00;big
47;2501.00;9.50;1261.00;big
48;2658.00;9.50;1200.00;big
48;2556.00;9.50;1087.00;big
49;2430.00;9.50;1507.00;big
49;2307.00;9.50;1671.00;big
50;1867.00;9.50;1978.00;big
50;2078.00;9.50;1765.00;big
51;2321.00;9.50;1332.00;big
51;2191.00;9.50;1473.00;big
52;1350.00;9.50;1255.00;big
52;1464.00;9.50;1295.00;big
53;1605.00;9.50;1176.00;big
53;1848.00;9.50;1094.00;big
54;1693.00;9.50;1552.00;big
54;1601.00;9.50;1313.00;big
55;1913.00;9.50;1575.00;big
55;1875.00;9.50;1693.00;big
56;2034.00;9.50;1461.00;big
56;2089.00;9.50;1303.00;big
57;1827.00;9.50;1412.00;big
57;1811.00;9.50;1263.00;big
58;2266.00;9.50;1152.00;big
58;2355.00;9.50;1038.00;big
59;2000.00;9.50;1113.00;big
59;2087.00;9.50;952.00;big
60;3881.00;9.50;699.00;big
60;3730.00;9.50;545.00;big
61;2296.00;9.50;872.00;big
61;2491.00;9.50;826.00;big
62;2828.00;9.50;400.00;big
62;2739.00;9.50;590.00;big
63;1607.00;9.50;53.00;big
63;1840.00;9.50;76.00;big
64;2338.00;9.50;117.00;big
64;2025.00;9.50;104.00;big
65;3300.00;9.50;58.00;big
65;3028.00;9.50;119.00;big
66;2433.00;9.50;538.00;big
66;2210.00;9.50;377.00;big
67;2853.00;9.50;100.00;big
67;2649.00;9.50;149.00;big
68;2874.00;9.50;1316.00;big
68;2795.00;9.50;1263.00;big
69;3317.00;11.05;1229.00;big
69;3188.00;10.48;1236.00;big
70;3618.00;9.50;1344.00;big
70;3599.00;9.50;1431.00;big
71;4072.00;9.50;529.00;big
71;4264.00;9.50;570.00;big
72;4474.00;9.50;653.00;big
72;4348.00;9.50;738.00;big
73;4412.00;9.50;798.00;big
73;4410.00;9.50;754.00;big
74;4117.00;9.50;288.00;big
74;4184.00;9.50;93.00;big
75;4634.00;9.50;919.00;big
75;4532.00;9.50;768.00;big
76;4701.00;10.78;1045.00;big
76;4842.00;9.98;1178.00;big
77;4725.00;9.50;1289.00;big
77;4711.00;9.50;1189.00;big
78;4879.00;9.50;937.00;big
78;4872.00;9.50;785.00;big
79;4908.00;9.50;1320.00;big
79;5006.00;9.50;1471.00;big
80;4690.00;9.50;797.00;big
80;4703.00;9.50;711.00;big
81;5370.00;9.50;364.00;big
81;0.00;9.50;0.00;big
82;4959.00;9.50;401.00;big
82;4950.00;9.50;481.00;big
83;5279.00;9.50;522.00;big
83;0.00;9.50;0.00;big
84;5084.00;9.50;727.00;big
84;0.00;9.50;0.00;big
85;3617.00;9.50;169.00;big
85;3870.00;9.50;200.00;big
86;5251.00;9.50;123.00;big
86;5519.00;9.50;153.00;big
87;5093.00;9.50;1581.00;big
87;5229.00;9.50;1713.00;big
88;130.00;9.50;1939.00;big
88;5499.00;9.50;1729.00;big
89;820.00;9.50;1614.00;big
89;862.00;9.50;1422.00;big
90;5058.00;9.50;1292.00;big
90;4942.00;9.50;1182.00;big
91;4799.00;9.50;546.00;big
91;4882.00;9.50;521.00;big
92;4634.00;9.50;393.00;big
92;4734.00;9.50;449.00;big
93;4751.00;9.50;568.00;big
93;4588.00;9.50;549.00;big
94;5084.00;9.50;950.00;big
94;5193.00;9.50;1184.00;big
95;48.00;9.50;1185.00;big
95;5475.00;9.50;1177.00;big
96;56.00;9.50;1492.00;big
96;5448.00;9.50;1500.00;big
97;78.00;9.50;670.00;big
97;5432.00;9.50;801.00;big
98;4945.00;9.50;79.00;big
98;4744.00;9.50;68.00;big
99;4461.00;9.50;416.00;big
99;4485.00;9.50;132.00;big
100;3393.47;9.50;1009.04;big
100;3535.00;9.50;845.00;big
101;4141.00;9.50;779.00;big
101;4225.00;9.50;876.00;big
102;3499.00;9.50;516.00;big
102;3599.00;9.50;696.00;big
103;3457.00;9.50;353.00;big
103;3381.00;9.50;244.00;big
104;3855.00;9.50;932.00;big
104;3732.00;9.50;976.00;big
105;332.00;9.50;713.00;big
105;364.00;9.50;1114.00;big
106;1093.00;9.50;1207.00;big
106;1308.00;9.50;1039.00;big
107;1504.00;9.50;963.00;big
107;1473.00;9.50;858.00;big
108;1564.00;9.50;261.00;big
108;1610.00;9.50;494.00;big
109;1450.00;9.50;782.00;big
109;1507.00;9.50;643.00;big
110;1173.00;9.50;690.00;big
110;1198.00;9.50;914.00;big
111;772.00;9.50;715.00;big
111;810.00;9.50;1125.00;big
112;269.00;9.50;146.00;big
112;672.00;9.50;120.00;big
113;5587.00;9.50;457.00;big
113;433.00;10.38;384.00;big
114;584.00;9.50;1816.00;big
114;246.00;9.50;1711.00;big
115;627.00;9.50;1456.00;big
115;313.00;9.50;1464.00;big
116;3549.93;15.60;1264.79;big
116;3697.73;11.60;1229.28;big
116;3615.72;16.30;1173.32;big
116;3700.86;14.40;1122.30;big
117;1613.00;11.65;1565.00;big
117;1502.00;10.63;1442.00;big
118;934.00;9.82;1488.00;big
118;922.00;10.30;1643.00;big
119;1328.00;9.80;1409.00;big
119;1120.00;16.70;1445.00;big
120;1168.00;13.70;1598.00;big
120;1403.00;11.23;1583.00;big
121;1560.00;10.63;1669.00;big
121;1762.00;11.15;1708.00;big
122;1201.00;10.90;1809.00;big
122;907.00;12.95;1811.00;big
123;1119.00;14.28;1327.00;big
123;1262.00;15.32;1201.00;big
124;1702.00;14.05;1011.00;big
124;1603.00;17.00;887.00;big
125;2053.00;11.25;506.00;big
125;2184.00;10.60;716.00;big
126;2730.70;17.00;1196.10;big
126;2868.16;13.70;1233.68;big
126;2985.35;10.60;1178.63;big
126;3134.66;9.60;1153.58;big
126;2797.71;14.40;1218.77;big
126;2946.42;12.00;1226.06;big
126;3073.97;10.10;1148.60;big
127;2689.00;10.50;1054.00;big
127;3031.00;10.85;1047.00;big
127;2886.64;10.40;1126.13;big
127;2811.55;10.60;991.30;big
127;3096.26;10.20;912.41;big
127;3155.46;10.10;1072.84;big
128;3284.00;9.80;1118.00;big
128;3278.79;10.10;965.12;big
128;3265.30;11.20;809.06;big
129;3418.00;14.43;1310.00;big
129;3292.00;13.00;1301.00;big
130;3359.00;9.82;1482.00;big
130;3286.00;10.43;1511.00;big
131;3274.00;9.80;1586.00;big
131;3334.00;10.00;1602.00;big
132;3313.00;10.30;1689.00;big
132;3331.00;9.82;1811.00;big
133;3403.15;10.00;1550.45;big
133;3464.99;9.80;1593.42;big
133;3432.53;9.90;1643.77;big
134;3532.00;11.25;1336.00;small
134;3474.00;12.90;1371.00;small
135;3439.00;9.73;1437.00;big
135;3519.00;10.38;1424.00;big
136;3659.53;9.90;1417.78;big
136;3702.05;10.40;1322.89;big
136;3743.37;9.90;1486.87;big
136;3777.41;9.80;1372.75;big
136;3807.77;10.00;1289.06;big
136;3771.46;10.50;1538.02;big
136;3853.02;10.60;1473.32;big
136;3914.05;10.70;1378.04;big
136;3845.18;10.40;1581.80;big
136;3973.87;9.80;1520.59;big
136;4036.30;10.60;1423.53;big
137;3573.15;11.20;1550.64;big
137;3497.00;9.80;1517.00;big
137;3619.86;10.70;1574.34;big
137;3611.79;9.60;1487.58;big
138;3717.00;11.88;1580.00;big
138;3728.48;15.30;1661.97;big
138;3724.20;14.00;1717.55;big
138;3725.30;11.10;1804.62;big
138;3730.91;10.00;1872.89;big
139;3300.82;11.30;399.35;big
139;3226.86;12.30;302.96;big
139;3122.42;11.70;182.07;big
140;2724.87;11.30;834.13;big
140;2929.26;10.50;791.75;big
140;3142.56;10.60;695.16;big
140;3093.13;11.80;522.62;big
140;3324.82;12.70;563.41;big
141;4185.00;9.70;1036.00;big
141;4302.00;10.07;979.00;big
142;4428.00;10.03;899.00;big
142;4390.00;11.93;732.00;big
143;4642.00;13.07;1362.00;big
143;4617.00;9.70;1280.00;big
144;4460.00;13.03;1304.00;big
144;4460.00;11.00;1185.00;big
145;4147.00;11.90;1347.00;big
145;4296.00;20.65;1200.00;big
146;3982.00;17.43;1217.00;big
146;4264.54;12.70;1102.54;big
146;4119.01;12.20;1110.21;big
147;4064.00;9.70;1838.00;big
147;5156.00;9.80;1879.00;big
148;4841.00;10.70;1579.00;big
148;4931.00;10.45;1469.00;big
149;4484.00;10.90;1609.00;big
149;4764.00;12.85;1693.00;big
150;3392.57;10.40;1793.68;big
150;3411.27;10.40;1732.00;big
